iter	Logloss
242	0.008100084735
243	0.008064526855
244	0.008005620215
245	0.007966646594
246	0.007915805492
247	0.007874885212
248	0.007815194731
249	0.007775181625
250	0.007701431991
251	0.007644866488
252	0.007588075824
253	0.0075320403
254	0.007514018101
255	0.007452733827
256	0.007417072199
257	0.007377642081
258	0.007309734258
259	0.007291541863
260	0.007230855545
261	0.00720382863
262	0.007177971016
263	0.007129374831
264	0.007067703583
265	0.00704341309
266	0.006980209668
267	0.006928401112
268	0.006911542667
269	0.006842824778
270	0.006784547426
271	0.006738626755
272	0.006706467747
273	0.006661961961
274	0.006629470802
275	0.006585214815
276	0.006542765751
277	0.006498440751
278	0.006473402865
279	0.006424735012
280	0.006379907859
281	0.00636169137
282	0.006332184566
283	0.006305011841
284	0.006278372272
285	0.006241727555
286	0.006213176674
287	0.00618876782
288	0.0061673334
289	0.006107826389
290	0.006049948739
291	0.006002250849
292	0.00596591963
293	0.005930795605
294	0.005882712799
295	0.005867649438
296	0.005828126959
297	0.005807105885
298	0.005771677629
299	0.005745174759
300	0.005705340603
301	0.005668517339
302	0.005622721836
303	0.005580383107
304	0.005565519945
305	0.005529713364
306	0.00550019331
307	0.005469826416
308	0.005441755058
309	0.005420418547
310	0.005401749442
311	0.005384300842
312	0.005366797006
313	0.005318775046
314	0.00530205814
315	0.005263228517
316	0.005227551075
317	0.005192773159
318	0.005158767371
319	0.005131405936
320	0.005108455841
321	0.00508387206
322	0.005057767832
323	0.005040409305
324	0.005004812538
325	0.004978259003
326	0.004967728815
327	0.004930794604
328	0.004900947123
329	0.004886204186
330	0.004861677056
331	0.004836902733
332	0.00479954199
333	0.004773799613
334	0.004746310804
335	0.004716014362
336	0.004692538574
337	0.004674541476
338	0.004663974885
339	0.004642715081
340	0.004618717894
341	0.004595653094
342	0.004576917783
343	0.004557886122
344	0.004537985794
345	0.004513665251
346	0.004499713908
347	0.004476981894
348	0.004459601601
349	0.004424410272
350	0.004384524067
351	0.004376098615
352	0.004355958878
353	0.004346527608
354	0.004332641349
355	0.004304287886
356	0.004287411483
357	0.004271816615
358	0.004245652965
359	0.004227676173
360	0.004217180835
361	0.004195129599
362	0.004181409208
363	0.004163435926
364	0.004147539413
365	0.0041260307
366	0.004115356815
367	0.004101014138
368	0.004089509916
369	0.004055553362
370	0.004027318178
371	0.004008589693
372	0.003988326538
373	0.003956446508
374	0.003933533375
375	0.003915849334
376	0.003893469166
377	0.003867148155
378	0.003848711634
379	0.003827001799
380	0.003805735914
381	0.003796519141
382	0.003782153337
383	0.003769877358
384	0.003754710886
385	0.003730927495
386	0.003718720276
387	0.003692564594
388	0.003680744979
389	0.003660860298
390	0.003644212992
391	0.003627731561
392	0.003603928542
393	0.003590338866
394	0.003579062546
395	0.003570339185
396	0.003550767329
397	0.003526038109
398	0.003510731895
399	0.003487437766
400	0.003475597994
401	0.003454752261
402	0.003433731902
403	0.00341693397
404	0.003411240242
405	0.003396516642
406	0.003378643325
407	0.003368298921
408	0.003348799945
409	0.003334909126
410	0.003324565121
411	0.003314524252
412	0.003298868842
413	0.003275971304
414	0.003262448308
415	0.003246483518
416	0.003236807836
417	0.003226092169
418	0.003218247587
419	0.003200760364
420	0.003187559914
421	0.003174902423
422	0.003165106205
423	0.003157022336
424	0.00313941334
425	0.003125763634
426	0.003107889645
427	0.003095710583
428	0.003080955582
429	0.003071221955
430	0.00305850096
431	0.003049611057
432	0.003041607413
433	0.00302542967
434	0.003016965309
435	0.003008523069
436	0.002995999784
437	0.002978605622
438	0.002967717344
439	0.002961151697
440	0.002946315741
441	0.002930254054
442	0.00292412559
443	0.002916004188
444	0.002908328866
445	0.002893570938
446	0.002882641948
447	0.002871748839
448	0.002863661428
449	0.00285204916
450	0.002845312966
451	0.002833210311
452	0.002820690563
453	0.002810776748
454	0.002796145947
455	0.002784108564
456	0.002774327625
457	0.002762719787
458	0.002752187443
459	0.002742337358
460	0.002742339195
461	0.002732598249
462	0.002732594661
463	0.002728038389
464	0.002715849369
465	0.002705842754
466	0.002694188045
467	0.002685497459
468	0.002674111006
469	0.00267411125
470	0.00266402732
471	0.002652730075
472	0.002636367671
473	0.002626974178
474	0.002626974795
475	0.002618338969
476	0.002609563836
477	0.002602807176
478	0.002598072551
479	0.002589534272
480	0.002589524826
481	0.002589522615
482	0.002579949887
483	0.00257022171
484	0.002570212536
485	0.002570212536
486	0.002560892026
487	0.002549987242
488	0.002539001207
489	0.002539007705
490	0.002538999326
491	0.002537280965
492	0.002537280965
493	0.002537267269
494	0.002528617954
495	0.002525023911
496	0.002525016245
497	0.002514896753
498	0.002507123344
499	0.002497688371
500	0.002490508123
501	0.002482878803
502	0.002482873047
503	0.002473137183
504	0.002465011367
505	0.00245277161
506	0.002452769241
507	0.002441635115
508	0.002432323567
509	0.002422446107
510	0.002422435175
511	0.002406481505
512	0.0024064746
513	0.002398602177
514	0.002398580665
515	0.002398580665
516	0.002398580665
517	0.002398580665
518	0.002398580665
519	0.002398580665
520	0.002398580665
521	0.002398580665
522	0.00239205269
523	0.002377833661
524	0.00236826505
525	0.00235504957
526	0.002348283438
527	0.002348288756
528	0.002340461669
529	0.002340453917
530	0.002332640756
531	0.002323443638
532	0.002318088233
533	0.002305331824
534	0.002299288652
535	0.002299274935
536	0.002293331982
537	0.002287642775
538	0.002278794548
539	0.002272105992
540	0.002272099683
541	0.002265174174
542	0.002258700714
543	0.002258700714
544	0.002258700714
545	0.002250209278
546	0.002244305514
547	0.002244286629
548	0.002244286629
549	0.002244286629
550	0.002238178583
551	0.00223224816
552	0.002226935905
553	0.002226935905
554	0.002218774457
555	0.00221876463
556	0.002218757575
557	0.00221875568
558	0.00221413961
559	0.00221413961
560	0.002214133904
561	0.002214142804
562	0.002214126661
563	0.002214117782
564	0.002214117782
565	0.002214117782
566	0.002207196424
567	0.002207196424
568	0.002199466733
569	0.002199449945
570	0.002187399532
571	0.002187390445
572	0.002187384532
573	0.002187384532
574	0.002187384532
575	0.002187388587
576	0.00218738357
577	0.002187380699
578	0.002175972011
579	0.002164260222
580	0.002157019517
581	0.002151853925
582	0.002151853925
583	0.002151843668
584	0.002144598255
585	0.002136587035
586	0.00212814265
587	0.002120148452
588	0.002110483281
589	0.002103121651
590	0.002098850173
591	0.002098853245
592	0.002098847679
593	0.002098847679
594	0.002098847679
595	0.002098847679
596	0.002092051742
597	0.002081523129
598	0.002072725987
599	0.002072730057
600	0.002066935198
601	0.002061636765
602	0.002061636765
603	0.002061636765
604	0.002061629106
605	0.002061641911
606	0.002061621863
607	0.002056078252
608	0.002056078252
609	0.002056080858
610	0.002048540776
611	0.002048530267
612	0.002042871109
613	0.002042871109
614	0.002042871109
615	0.002042866177
616	0.002042866177
617	0.002037571575
618	0.00203756828
619	0.002037561512
620	0.00203756098
621	0.002037555202
622	0.002037566191
623	0.002037556688
624	0.002037557664
625	0.002037554879
626	0.00203754661
627	0.002037538521
628	0.002032054171
629	0.002032054171
630	0.002032054171
631	0.002032036973
632	0.002026960327
633	0.002026964024
634	0.002026953666
635	0.002026953666
636	0.002018419684
637	0.002018419684
638	0.002018419684
639	0.002018419684
640	0.002018419684
641	0.002018419684
642	0.002018419684
643	0.002018419684
644	0.002018402278
645	0.002013543123
646	0.002013543123
647	0.002013543123
648	0.002013543418
649	0.002013543418
650	0.002013537632
651	0.002013537632
652	0.002013537632
653	0.002008861323
654	0.002008848295
655	0.002008857554
656	0.002008851632
657	0.002008848235
658	0.002001065211
659	0.002001065211
660	0.002001065211
661	0.002001065211
662	0.002001062493
663	0.002001063793
664	0.002001063793
665	0.002001063793
666	0.002001063793
667	0.001995739375
668	0.001995739375
669	0.001995739375
670	0.001995739375
671	0.001995739375
672	0.001995739375
673	0.001995739375
674	0.001995739375
675	0.001995739375
676	0.001995739375
677	0.001995739375
678	0.001995739375
